analysis_area_id	date	volume
233	2017-05-19 00:00:00+00:00	425
233	2017-05-20 00:00:00+00:00	310
233	2017-05-21 00:00:00+00:00	373
233	2017-05-22 00:00:00+00:00	394
233	2017-05-23 00:00:00+00:00	403
233	2017-05-24 00:00:00+00:00	295
233	2017-05-25 00:00:00+00:00	408
233	2017-05-26 00:00:00+00:00	377
233	2017-05-27 00:00:00+00:00	336
233	2017-05-28 00:00:00+00:00	310
233	2017-05-29 00:00:00+00:00	379
233	2017-05-30 00:00:00+00:00	277
233	2017-05-31 00:00:00+00:00	337
233	2017-06-01 00:00:00+00:00	247
233	2017-06-02 00:00:00+00:00	333
233	2017-06-03 00:00:00+00:00	248
233	2017-06-04 00:00:00+00:00	332
233	2017-06-05 00:00:00+00:00	388
233	2017-06-06 00:00:00+00:00	360
233	2017-06-07 00:00:00+00:00	347
233	2017-06-08 00:00:00+00:00	178
233	2017-06-09 00:00:00+00:00	195
233	2017-06-10 00:00:00+00:00	273
233	2017-06-11 00:00:00+00:00	404
233	2017-06-12 00:00:00+00:00	368
233	2017-06-13 00:00:00+00:00	302
233	2017-06-14 00:00:00+00:00	316
233	2017-06-15 00:00:00+00:00	120
233	2017-06-16 00:00:00+00:00	229
233	2017-06-17 00:00:00+00:00	247
233	2017-06-18 00:00:00+00:00	277
233	2017-06-19 00:00:00+00:00	384
233	2017-06-20 00:00:00+00:00	415
233	2017-06-21 00:00:00+00:00	362
233	2017-06-22 00:00:00+00:00	371
233	2017-06-23 00:00:00+00:00	383
233	2017-06-24 00:00:00+00:00	314
233	2017-06-25 00:00:00+00:00	275
233	2017-06-26 00:00:00+00:00	383
233	2017-06-27 00:00:00+00:00	346
233	2017-06-28 00:00:00+00:00	361
233	2017-06-29 00:00:00+00:00	390
233	2017-06-30 00:00:00+00:00	353
233	2017-07-01 00:00:00+00:00	302
233	2017-07-02 00:00:00+00:00	355
233	2017-07-03 00:00:00+00:00	301
233	2017-07-04 00:00:00+00:00	379
233	2017-07-05 00:00:00+00:00	364
233	2017-07-06 00:00:00+00:00	385
233	2017-07-07 00:00:00+00:00	342
233	2017-07-08 00:00:00+00:00	352
233	2017-07-09 00:00:00+00:00	381
233	2017-07-10 00:00:00+00:00	405
233	2017-07-11 00:00:00+00:00	322
233	2017-07-12 00:00:00+00:00	426
233	2017-07-13 00:00:00+00:00	355
233	2017-07-14 00:00:00+00:00	312
233	2017-07-15 00:00:00+00:00	335
233	2017-07-16 00:00:00+00:00	328
233	2017-07-17 00:00:00+00:00	393
233	2017-07-18 00:00:00+00:00	399
233	2017-07-19 00:00:00+00:00	391
233	2017-07-20 00:00:00+00:00	323
233	2017-07-21 00:00:00+00:00	322
233	2017-07-22 00:00:00+00:00	324
233	2017-07-23 00:00:00+00:00	308
233	2017-07-24 00:00:00+00:00	356
233	2017-07-25 00:00:00+00:00	366
233	2017-07-26 00:00:00+00:00	311
233	2017-07-27 00:00:00+00:00	346
233	2017-07-28 00:00:00+00:00	340
233	2017-07-29 00:00:00+00:00	324
233	2017-07-30 00:00:00+00:00	327
233	2017-07-31 00:00:00+00:00	357
233	2017-08-01 00:00:00+00:00	346
233	2017-08-02 00:00:00+00:00	284
233	2017-08-03 00:00:00+00:00	278
233	2017-08-04 00:00:00+00:00	245
233	2017-08-05 00:00:00+00:00	262
233	2017-08-06 00:00:00+00:00	317
233	2017-08-07 00:00:00+00:00	342
233	2017-08-08 00:00:00+00:00	354
233	2017-08-09 00:00:00+00:00	292
233	2017-08-10 00:00:00+00:00	294
233	2017-08-11 00:00:00+00:00	318
233	2017-08-12 00:00:00+00:00	325
233	2017-08-13 00:00:00+00:00	276
233	2017-08-14 00:00:00+00:00	353
233	2017-08-15 00:00:00+00:00	355
233	2017-08-16 00:00:00+00:00	332
233	2017-08-17 00:00:00+00:00	318
233	2017-08-18 00:00:00+00:00	252
233	2017-08-19 00:00:00+00:00	258
233	2017-08-20 00:00:00+00:00	280
233	2017-08-21 00:00:00+00:00	282
233	2017-08-22 00:00:00+00:00	326
233	2017-08-23 00:00:00+00:00	300
233	2017-08-24 00:00:00+00:00	329
233	2017-08-25 00:00:00+00:00	279
233	2017-08-26 00:00:00+00:00	264
233	2017-08-27 00:00:00+00:00	295
233	2017-08-28 00:00:00+00:00	290
233	2017-08-29 00:00:00+00:00	369
233	2017-08-30 00:00:00+00:00	351
233	2017-08-31 00:00:00+00:00	343
233	2017-09-01 00:00:00+00:00	334
233	2017-09-02 00:00:00+00:00	277
233	2017-09-03 00:00:00+00:00	202
233	2017-09-04 00:00:00+00:00	282
233	2017-09-05 00:00:00+00:00	243
233	2017-09-06 00:00:00+00:00	263
233	2017-09-07 00:00:00+00:00	257
233	2017-09-08 00:00:00+00:00	263
233	2017-09-09 00:00:00+00:00	226
233	2017-09-10 00:00:00+00:00	214
233	2017-09-11 00:00:00+00:00	324
233	2017-09-12 00:00:00+00:00	343
233	2017-09-13 00:00:00+00:00	305
233	2017-09-14 00:00:00+00:00	313
233	2017-09-15 00:00:00+00:00	281
233	2017-09-16 00:00:00+00:00	224
233	2017-09-17 00:00:00+00:00	127
233	2017-09-18 00:00:00+00:00	180
233	2017-09-19 00:00:00+00:00	185
233	2017-09-20 00:00:00+00:00	170
233	2017-09-21 00:00:00+00:00	202
233	2017-09-22 00:00:00+00:00	273
233	2017-09-23 00:00:00+00:00	244
233	2017-09-24 00:00:00+00:00	246
233	2017-09-25 00:00:00+00:00	194
233	2017-09-26 00:00:00+00:00	311
233	2017-09-27 00:00:00+00:00	332
233	2017-09-28 00:00:00+00:00	327
233	2017-09-29 00:00:00+00:00	193
233	2017-09-30 00:00:00+00:00	158
233	2017-10-01 00:00:00+00:00	166
233	2017-10-02 00:00:00+00:00	1
